"","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
"13719",98771,"Male","Loyal Customer",54,"Personal Travel","Eco",1814,1,4,2,5,4,2,4,4,5,5,5,4,4,4,85,62,"dissatisfied"
"11552",96521,"Male","Loyal Customer",54,"Personal Travel","Eco",302,3,1,3,4,3,3,3,3,3,2,4,2,4,3,0,4,"neutral"
"15344",26510,"Female","Loyal Customer",30,"Personal Travel","Eco",829,1,5,1,5,2,1,3,2,5,4,5,3,5,2,5,0,"neutral"
"24660",59434,"Female","Loyal Customer",50,"Business travel","Business",3285,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,6,"satisfied"
"13561",46163,"Male","Loyal Customer",47,"Personal Travel","Eco",604,3,1,3,4,3,1,1,1,5,4,3,1,2,1,113,141,"neutral"
"453",43012,"Male","Loyal Customer",34,"Business travel","Business",3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,"satisfied"
"5875",114876,"Female","Loyal Customer",34,"Business travel","Business",1782,3,3,4,3,5,4,5,4,4,4,4,3,4,3,28,16,"satisfied"
"22092",99812,"Female","Loyal Customer",36,"Business travel","Eco Plus",232,4,5,5,5,4,4,4,4,2,1,2,5,3,4,2,1,"satisfied"
"3553",26101,"Female","Loyal Customer",53,"Personal Travel","Eco",591,3,5,2,3,2,5,5,5,5,2,5,4,5,5,10,0,"dissatisfied"
"6778",96583,"Female","Loyal Customer",51,"Personal Travel","Eco Plus",333,3,4,3,3,4,4,5,1,1,3,4,5,1,5,0,0,"neutral"
"20406",35416,"Female","Loyal Customer",74,"Business travel","Business",2762,1,2,2,2,3,4,4,1,1,1,1,1,1,2,20,35,"dissatisfied"
"17235",81977,"Female","disloyal Customer",22,"Business travel","Eco",1432,2,1,1,3,2,2,3,2,3,2,3,1,2,2,40,44,"neutral"
"2618",47133,"Male","Loyal Customer",25,"Personal Travel","Business",679,3,4,3,3,2,3,2,2,3,5,5,4,5,2,0,0,"dissatisfied"
"9063",128074,"Female","Loyal Customer",56,"Business travel","Business",2917,1,1,1,1,5,5,5,5,2,5,5,5,5,5,54,45,"satisfied"
"6907",93695,"Female","Loyal Customer",34,"Business travel","Business",1452,1,2,2,2,5,3,3,1,1,1,1,4,1,2,0,0,"neutral"
"11496",103691,"Female","disloyal Customer",15,"Business travel","Eco",466,0,3,0,2,5,0,5,5,1,3,4,3,1,5,0,0,"satisfied"
"12716",127288,"Male","Loyal Customer",55,"Business travel","Business",2460,1,1,4,1,4,4,5,5,5,5,5,3,5,4,2,17,"satisfied"
"21770",88286,"Female","disloyal Customer",25,"Business travel","Business",404,5,4,5,5,2,5,2,2,4,3,5,3,5,2,0,4,"satisfied"
"12603",85138,"Female","Loyal Customer",46,"Business travel","Business",3212,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
"12680",7397,"Male","Loyal Customer",46,"Business travel","Business",2186,2,2,2,2,3,4,5,4,4,4,4,4,4,5,40,27,"satisfied"
"18751",119189,"Male","Loyal Customer",37,"Business travel","Eco",290,3,5,5,5,3,3,3,3,4,3,2,1,3,3,24,14,"dissatisfied"
"25100",116106,"Female","Loyal Customer",14,"Personal Travel","Eco",373,3,2,1,4,1,1,1,1,1,4,4,2,4,1,3,0,"neutral"
"2279",13074,"Male","Loyal Customer",32,"Personal Travel","Eco",936,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0,"dissatisfied"
"7040",117899,"Female","Loyal Customer",46,"Business travel","Business",255,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,4,"satisfied"
"287",21454,"Female","Loyal Customer",31,"Business travel","Eco",164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,"dissatisfied"
"290",47540,"Male","Loyal Customer",13,"Personal Travel","Eco",590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,"satisfied"
"14257",57072,"Female","Loyal Customer",58,"Business travel","Business",2065,1,1,2,1,5,4,5,5,5,5,5,5,5,4,1,0,"satisfied"
"23446",126837,"Female","Loyal Customer",43,"Business travel","Business",2125,4,4,4,4,5,3,5,4,4,4,4,4,4,4,0,0,"satisfied"
"23986",106378,"Female","Loyal Customer",42,"Business travel","Business",3399,1,1,1,1,3,4,4,4,4,4,4,5,4,4,27,22,"satisfied"
"24992",14745,"Female","disloyal Customer",34,"Business travel","Eco",533,3,2,3,4,5,3,3,5,1,4,3,4,3,5,0,0,"neutral"
"14669",58094,"Female","Loyal Customer",57,"Business travel","Eco",212,5,2,2,2,5,1,2,5,5,5,5,1,5,4,1,0,"satisfied"
"16766",44346,"Female","Loyal Customer",43,"Business travel","Business",308,5,5,3,5,3,4,5,5,5,4,5,5,5,1,0,0,"satisfied"
"8876",116080,"Female","Loyal Customer",33,"Personal Travel","Eco",296,1,4,1,3,5,1,5,5,3,4,4,3,5,5,20,19,"dissatisfied"
"4103",97846,"Female","Loyal Customer",40,"Personal Travel","Eco",395,2,4,2,3,4,2,4,4,1,4,2,5,2,4,3,13,"neutral"
"7754",77366,"Female","Loyal Customer",46,"Business travel","Business",599,2,4,4,4,1,4,3,2,2,2,2,1,2,1,0,0,"neutral"
"25182",87608,"Male","disloyal Customer",23,"Business travel","Eco",591,1,0,0,3,2,0,2,2,4,3,4,3,4,2,22,27,"neutral"
"25146",81100,"Male","Loyal Customer",30,"Business travel","Business",991,4,3,4,4,4,5,4,4,5,4,4,4,5,4,0,0,"satisfied"
"9248",121478,"Male","Loyal Customer",31,"Personal Travel","Eco",331,3,3,3,2,5,3,5,5,5,1,1,5,5,5,0,0,"neutral"
"25880",66790,"Male","Loyal Customer",48,"Personal Travel","Eco",3711,3,5,4,4,4,3,3,4,1,1,3,3,4,3,0,0,"dissatisfied"
"5215",43344,"Male","disloyal Customer",24,"Business travel","Eco",531,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,0,"dissatisfied"
"2195",99923,"Male","disloyal Customer",24,"Business travel","Eco",764,2,3,3,1,4,3,4,4,5,5,5,3,5,4,3,0,"dissatisfied"
"8423",73891,"Female","disloyal Customer",30,"Business travel","Business",1062,4,4,4,1,1,4,1,1,5,3,4,5,4,1,0,7,"satisfied"
"11608",27609,"Male","Loyal Customer",36,"Personal Travel","Eco",954,3,2,3,4,3,3,3,3,3,3,3,1,3,3,0,0,"dissatisfied"
"25557",102380,"Female","disloyal Customer",29,"Business travel","Eco",386,3,2,3,3,4,3,4,4,3,4,3,1,3,4,37,29,"neutral"
"9864",129739,"Female","Loyal Customer",72,"Business travel","Business",2943,0,0,0,1,5,4,5,2,2,2,2,5,2,4,0,0,"satisfied"
"3682",55612,"Male","Loyal Customer",39,"Personal Travel","Eco",404,2,3,2,5,2,2,2,2,5,2,5,1,1,2,39,16,"neutral"
"24527",127375,"Female","Loyal Customer",41,"Business travel","Business",1715,4,4,4,4,4,4,5,4,4,5,4,3,4,5,1,0,"satisfied"
"22493",61784,"Female","Loyal Customer",64,"Personal Travel","Eco",1635,2,4,2,3,5,4,4,3,3,2,3,4,3,5,3,0,"dissatisfied"
"23082",6885,"Male","Loyal Customer",46,"Business travel","Business",3538,1,1,1,1,4,5,5,5,5,5,5,4,5,3,2,0,"satisfied"
"8048",58486,"Female","Loyal Customer",59,"Business travel","Business",719,1,1,1,1,3,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
"10535",92995,"Female","Loyal Customer",46,"Personal Travel","Eco",738,2,5,2,5,5,5,5,4,4,2,4,4,4,4,0,0,"dissatisfied"
"16151",78797,"Female","Loyal Customer",74,"Business travel","Eco",154,3,5,4,5,4,3,4,3,3,3,3,2,3,3,0,0,"dissatisfied"
"2338",24528,"Female","Loyal Customer",38,"Business travel","Business",492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0,0,"dissatisfied"
"24786",48039,"Female","Loyal Customer",61,"Business travel","Eco",677,5,4,4,4,2,1,5,5,5,5,5,5,5,4,108,101,"satisfied"
"6703",66371,"Male","Loyal Customer",57,"Business travel","Business",3559,1,1,1,1,5,4,4,3,3,2,3,4,3,3,5,0,"satisfied"
"14528",81885,"Male","Loyal Customer",49,"Business travel","Business",2409,1,1,1,1,4,4,5,4,4,4,4,3,4,4,3,1,"satisfied"
"5441",128889,"Female","Loyal Customer",40,"Business travel","Business",2454,5,5,5,5,4,4,4,5,4,5,4,4,5,4,0,0,"satisfied"
"1735",60284,"Male","Loyal Customer",14,"Personal Travel","Eco",326,2,4,2,4,2,1,1,3,1,5,4,1,2,1,202,205,"neutral"
"25728",18039,"Female","disloyal Customer",27,"Business travel","Eco",488,4,3,4,2,5,4,5,5,4,2,4,4,3,5,12,4,"satisfied"
"5247",124360,"Female","Loyal Customer",22,"Business travel","Business",2498,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0,"satisfied"
"8415",5472,"Male","Loyal Customer",24,"Personal Travel","Eco",265,1,3,1,4,5,1,5,5,2,2,3,2,4,5,0,9,"neutral"
"6564",128488,"Female","Loyal Customer",62,"Personal Travel","Eco",370,2,5,2,5,1,1,1,3,3,2,3,1,3,2,0,0,"neutral"
"15588",79272,"Male","Loyal Customer",14,"Personal Travel","Eco",2454,3,5,3,5,1,3,1,1,4,5,2,3,1,1,16,0,"dissatisfied"
"1190",35632,"Female","Loyal Customer",30,"Business travel","Eco Plus",1047,4,2,2,2,4,4,4,4,4,2,4,1,1,4,0,0,"satisfied"
"20308",3056,"Female","disloyal Customer",41,"Business travel","Business",340,4,4,4,3,1,4,1,1,3,3,5,5,4,1,0,0,"satisfied"
"5113",48606,"Female","Loyal Customer",43,"Personal Travel","Eco",833,2,4,2,1,5,4,4,3,3,2,3,4,3,5,0,0,"dissatisfied"
"16444",12545,"Female","disloyal Customer",29,"Business travel","Eco",871,1,1,1,2,1,1,1,1,4,4,4,1,1,1,9,0,"neutral"
"9233",76893,"Female","disloyal Customer",49,"Business travel","Eco",630,2,3,2,4,5,2,5,5,4,3,4,4,3,5,0,1,"neutral"
"9199",67206,"Male","Loyal Customer",17,"Personal Travel","Eco",985,2,5,2,3,3,2,5,3,3,3,5,3,4,3,0,0,"dissatisfied"
"4457",57182,"Male","Loyal Customer",52,"Personal Travel","Eco",2227,3,4,3,5,3,3,3,3,4,2,5,4,5,3,44,42,"neutral"
"24949",24977,"Male","Loyal Customer",45,"Business travel","Eco",484,5,2,2,2,5,5,5,5,1,3,5,3,1,5,0,0,"satisfied"
"10728",33242,"Female","disloyal Customer",24,"Business travel","Eco",101,3,2,3,3,3,3,3,3,4,1,4,4,3,3,0,0,"dissatisfied"
"8251",128255,"Female","disloyal Customer",20,"Business travel","Business",304,5,0,5,2,1,5,1,1,4,4,5,3,5,1,0,0,"satisfied"
"4250",116941,"Female","Loyal Customer",54,"Business travel","Business",2877,4,4,4,4,3,4,5,3,3,3,3,5,3,3,3,1,"satisfied"
"11857",38502,"Female","Loyal Customer",42,"Business travel","Eco",2569,4,2,2,2,3,4,4,4,4,4,4,3,4,2,0,0,"satisfied"
"10993",61015,"Male","Loyal Customer",34,"Business travel","Business",3365,3,3,3,3,4,4,4,3,5,5,4,4,5,4,0,40,"satisfied"
"25395",13534,"Female","Loyal Customer",42,"Business travel","Business",2299,5,5,5,5,4,5,5,5,5,5,4,1,5,1,0,0,"satisfied"
"10565",127879,"Female","Loyal Customer",11,"Personal Travel","Eco",1276,2,5,1,2,4,1,4,4,3,2,5,4,5,4,6,11,"neutral"
"10865",119933,"Male","Loyal Customer",41,"Business travel","Business",868,1,1,1,1,2,4,5,5,5,4,5,5,5,3,0,0,"satisfied"
"19328",63453,"Male","Loyal Customer",47,"Business travel","Business",447,1,1,1,1,4,4,5,5,5,5,5,4,5,5,40,29,"satisfied"
"17685",12037,"Female","Loyal Customer",37,"Business travel","Eco",376,5,5,5,5,5,5,5,5,1,1,4,3,2,5,0,0,"satisfied"
"8533",79537,"Male","disloyal Customer",24,"Business travel","Eco",762,4,5,5,4,4,5,4,4,5,5,5,4,4,4,0,0,"satisfied"
"7921",78188,"Male","Loyal Customer",49,"Business travel","Business",3833,5,5,5,5,4,4,4,4,4,4,4,5,4,5,0,25,"satisfied"
"7895",125596,"Female","disloyal Customer",24,"Business travel","Eco",1587,5,5,5,3,1,5,1,1,4,3,3,4,4,1,0,6,"satisfied"
"18955",55427,"Female","Loyal Customer",39,"Business travel","Business",2521,5,5,5,5,4,4,4,4,3,5,4,4,5,4,14,21,"satisfied"
"24495",43977,"Female","Loyal Customer",52,"Business travel","Business",3085,4,4,4,4,1,4,2,5,5,5,5,4,5,5,0,0,"satisfied"
"20241",60614,"Female","Loyal Customer",44,"Business travel","Business",991,4,4,4,4,4,4,4,4,4,4,4,3,4,3,69,72,"satisfied"
"13647",67302,"Female","disloyal Customer",35,"Business travel","Eco Plus",1121,3,3,3,4,3,3,3,3,2,2,3,1,4,3,0,0,"dissatisfied"
"11810",16204,"Male","Loyal Customer",11,"Personal Travel","Eco",199,2,5,2,3,2,3,2,4,2,5,4,2,3,2,134,136,"neutral"
"4193",25938,"Male","Loyal Customer",8,"Personal Travel","Eco",594,2,1,2,3,2,2,2,2,3,3,4,1,3,2,0,0,"dissatisfied"
"6985",36802,"Male","Loyal Customer",69,"Personal Travel","Eco",2704,1,4,1,2,1,2,2,3,3,3,5,2,3,2,167,133,"neutral"
"22819",120983,"Male","Loyal Customer",54,"Business travel","Eco",920,2,4,4,4,2,2,2,2,1,1,4,2,3,2,0,74,"dissatisfied"
"18678",11509,"Male","Loyal Customer",70,"Personal Travel","Eco Plus",312,1,4,1,4,2,1,2,2,3,5,4,3,4,2,0,0,"neutral"
"24676",113680,"Male","Loyal Customer",56,"Personal Travel","Eco",397,1,5,1,5,2,1,2,2,5,5,5,3,5,2,3,0,"neutral"
"7545",116303,"Female","Loyal Customer",20,"Personal Travel","Eco",447,1,4,1,3,2,1,2,2,5,2,4,5,5,2,0,0,"neutral"
"4427",115948,"Female","Loyal Customer",17,"Personal Travel","Eco",371,3,0,3,3,4,3,4,4,5,2,4,3,4,4,18,11,"dissatisfied"
"15827",114206,"Male","Loyal Customer",16,"Business travel","Business",957,1,2,1,1,4,4,4,4,3,3,5,3,4,4,0,0,"satisfied"
"20394",53721,"Male","Loyal Customer",38,"Personal Travel","Eco",1208,4,1,4,4,2,4,2,2,1,4,3,2,3,2,0,0,"dissatisfied"
"4621",31856,"Male","Loyal Customer",33,"Personal Travel","Eco",2640,4,4,4,4,3,4,3,3,1,4,5,5,4,3,1,0,"satisfied"
"8600",63279,"Female","Loyal Customer",38,"Business travel","Business",337,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,0,"satisfied"
"854",4380,"Female","Loyal Customer",52,"Business travel","Business",3894,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50,"satisfied"
"11644",3779,"Male","Loyal Customer",39,"Business travel","Business",2336,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0,"satisfied"
"21965",51474,"Female","Loyal Customer",45,"Business travel","Business",261,5,5,5,5,4,5,4,4,4,5,4,3,4,5,0,0,"satisfied"
"3831",95745,"Male","disloyal Customer",16,"Business travel","Eco",181,2,3,2,4,5,2,5,5,3,5,4,1,4,5,9,2,"neutral"
"11012",29730,"Female","Loyal Customer",35,"Personal Travel","Eco Plus",2777,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0,0,"dissatisfied"
"4990",115279,"Female","Loyal Customer",31,"Business travel","Business",3702,4,5,4,4,4,4,4,4,2,3,1,1,2,4,71,69,"neutral"
"9098",128167,"Female","disloyal Customer",22,"Business travel","Eco",928,3,3,3,3,1,3,1,1,4,5,4,4,5,1,12,0,"satisfied"
"16767",13801,"Female","Loyal Customer",30,"Personal Travel","Eco",450,2,5,2,3,4,2,4,4,3,3,4,4,5,4,0,0,"neutral"
"20517",84837,"Male","Loyal Customer",19,"Business travel","Eco",547,2,3,3,3,2,2,4,2,3,5,4,1,4,2,0,0,"dissatisfied"
"14098",67837,"Female","Loyal Customer",42,"Business travel","Eco",1205,1,3,3,3,1,3,3,1,1,1,1,4,1,2,36,43,"dissatisfied"
"12366",60910,"Male","Loyal Customer",14,"Personal Travel","Eco",589,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69,"neutral"
"9318",69512,"Male","disloyal Customer",26,"Business travel","Business",2586,5,5,5,1,5,5,2,3,2,4,5,2,3,2,7,39,"satisfied"
"4857",2983,"Male","Loyal Customer",46,"Personal Travel","Eco",462,4,4,4,3,3,4,3,3,3,2,4,3,5,3,0,0,"dissatisfied"
"3222",34010,"Female","disloyal Customer",33,"Business travel","Eco",1096,2,2,2,1,4,2,4,4,4,4,5,5,2,4,0,0,"neutral"
"24171",125869,"Male","Loyal Customer",28,"Business travel","Business",1728,1,1,1,1,5,4,5,5,5,2,5,5,4,5,0,0,"satisfied"
"22310",60836,"Female","Loyal Customer",37,"Business travel","Business",1754,1,1,2,1,4,4,4,3,3,4,3,5,3,5,0,0,"satisfied"
"7336",24883,"Female","Loyal Customer",49,"Business travel","Business",397,4,5,4,4,3,4,4,5,5,5,5,3,5,3,22,13,"satisfied"
"4447",46275,"Female","Loyal Customer",7,"Personal Travel","Eco",594,1,5,1,2,1,1,1,1,2,4,1,1,5,1,0,0,"neutral"
"12012",108110,"Male","Loyal Customer",45,"Business travel","Business",2796,3,3,3,3,5,4,4,4,4,4,4,5,4,5,72,89,"satisfied"
"18980",54494,"Male","Loyal Customer",66,"Business travel","Eco",925,1,3,3,3,1,1,1,1,1,1,3,3,3,1,0,0,"dissatisfied"
"23153",75095,"Male","Loyal Customer",39,"Business travel","Business",1744,3,3,3,3,2,4,5,3,3,4,3,4,3,5,0,10,"satisfied"
"12426",109342,"Male","Loyal Customer",42,"Business travel","Business",2334,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
"7868",20782,"Female","disloyal Customer",27,"Business travel","Eco",457,2,4,1,2,4,1,4,4,1,2,2,2,1,4,29,32,"dissatisfied"
"24947",111619,"Male","disloyal Customer",57,"Business travel","Eco",1014,2,2,2,2,1,2,1,1,1,2,1,3,2,1,25,9,"neutral"
"2653",86001,"Female","Loyal Customer",56,"Business travel","Business",447,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
"12148",28735,"Male","Loyal Customer",28,"Business travel","Business",2033,2,2,2,2,5,5,5,5,3,5,5,5,4,5,0,5,"satisfied"
"18348",13647,"Female","Loyal Customer",36,"Business travel","Business",196,2,2,2,2,5,3,4,5,5,5,5,5,5,4,54,36,"satisfied"
"1341",34907,"Female","disloyal Customer",24,"Business travel","Eco",187,3,4,3,2,3,3,3,3,1,3,4,2,2,3,0,0,"dissatisfied"
"14973",15833,"Female","Loyal Customer",43,"Business travel","Eco Plus",195,1,2,2,2,1,4,3,1,1,1,1,2,1,2,2,0,"neutral"
"13473",110303,"Female","Loyal Customer",43,"Business travel","Business",1535,5,3,5,5,4,5,4,5,5,5,5,4,5,5,3,0,"satisfied"
"20757",78582,"Female","Loyal Customer",18,"Personal Travel","Eco",630,2,2,2,2,1,2,4,1,3,3,2,1,2,1,0,0,"neutral"
"22479",42333,"Female","Loyal Customer",33,"Personal Travel","Eco",834,2,5,2,1,4,2,2,4,5,5,5,5,5,4,0,0,"dissatisfied"
"1158",2501,"Female","disloyal Customer",24,"Business travel","Eco",280,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3,"dissatisfied"
"6635",59105,"Male","Loyal Customer",10,"Personal Travel","Eco",1726,4,1,4,3,3,4,3,3,1,5,4,2,4,3,0,0,"dissatisfied"
"20132",90023,"Female","Loyal Customer",53,"Business travel","Business",1127,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0,"satisfied"
"25876",56757,"Female","Loyal Customer",46,"Business travel","Business",2202,1,5,1,1,5,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
"7151",13034,"Female","Loyal Customer",68,"Personal Travel","Eco",304,3,4,3,3,2,4,4,2,2,3,4,5,2,3,16,56,"dissatisfied"
"11524",115123,"Male","Loyal Customer",28,"Business travel","Business",1580,3,1,3,3,5,5,5,5,3,5,4,3,5,5,20,11,"satisfied"
"5199",50165,"Male","Loyal Customer",33,"Business travel","Business",2654,1,1,1,1,5,5,5,5,4,1,2,1,2,5,0,0,"satisfied"
"15606",6729,"Female","Loyal Customer",57,"Business travel","Business",3446,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
"9666",118429,"Male","Loyal Customer",51,"Business travel","Business",370,2,4,2,2,3,5,4,3,3,3,3,4,3,5,0,0,"satisfied"
"12760",51889,"Female","Loyal Customer",50,"Business travel","Eco",601,3,5,5,5,2,1,5,3,3,3,3,3,3,3,0,0,"satisfied"
"22897",95899,"Female","Loyal Customer",16,"Personal Travel","Eco",580,2,3,2,3,1,2,1,1,4,3,3,3,4,1,0,1,"dissatisfied"
"17421",107695,"Female","Loyal Customer",30,"Business travel","Business",251,1,1,1,1,5,5,5,5,5,5,4,3,4,5,3,8,"satisfied"
"9023",108115,"Male","Loyal Customer",46,"Business travel","Business",2139,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
"6239",32105,"Female","Loyal Customer",56,"Business travel","Business",163,0,3,0,3,2,5,2,5,5,5,5,4,5,5,0,0,"satisfied"
"1432",111889,"Female","Loyal Customer",41,"Business travel","Business",1650,1,1,1,1,5,3,4,1,1,2,1,4,1,2,37,44,"dissatisfied"
"12614",99724,"Male","Loyal Customer",40,"Business travel","Business",3584,3,3,3,3,5,4,5,5,5,5,5,4,5,3,7,0,"satisfied"
"15170",52803,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",1874,4,5,4,4,2,4,2,2,4,1,1,1,2,2,3,4,"satisfied"
"9356",51399,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",209,4,3,4,4,3,4,3,3,2,4,4,2,3,3,0,0,"neutral"
"22362",89748,"Male","Loyal Customer",65,"Personal Travel","Eco",1035,1,4,1,2,1,1,1,1,4,3,5,5,5,1,0,3,"dissatisfied"
"18217",91463,"Female","disloyal Customer",29,"Business travel","Eco",859,4,4,4,4,2,4,2,2,2,4,4,2,3,2,7,17,"neutral"
"9856",19807,"Female","Loyal Customer",55,"Business travel","Eco",654,4,1,1,1,1,2,5,4,4,4,4,2,4,5,2,8,"satisfied"
"13545",106006,"Male","Loyal Customer",51,"Business travel","Business",1999,4,3,3,3,1,4,3,4,4,4,4,2,4,4,15,11,"neutral"
"23654",116777,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",358,4,5,4,2,2,4,2,2,4,3,5,4,4,2,32,22,"neutral"
"5932",7090,"Male","disloyal Customer",20,"Business travel","Eco",273,1,1,1,3,5,1,5,5,2,2,3,1,3,5,2,0,"neutral"
"3955",105677,"Female","disloyal Customer",44,"Business travel","Eco",663,2,4,2,3,2,2,2,2,2,5,3,1,3,2,15,9,"neutral"
"7554",38260,"Male","Loyal Customer",49,"Business travel","Eco",1050,2,5,4,4,2,2,2,2,1,2,4,3,3,2,0,17,"neutral"
"3174",76831,"Female","Loyal Customer",31,"Business travel","Business",1851,1,2,2,2,1,1,1,1,2,4,3,3,3,1,0,0,"neutral"
"11379",34953,"Male","Loyal Customer",45,"Personal Travel","Eco",187,2,5,0,4,5,0,5,5,3,2,4,3,4,5,0,0,"neutral"
"9912",11172,"Male","Loyal Customer",69,"Personal Travel","Eco",201,3,3,0,4,2,0,2,2,2,2,1,2,3,2,0,0,"neutral"
"3916",75719,"Female","disloyal Customer",21,"Business travel","Eco",813,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0,"satisfied"
"25104",39592,"Male","disloyal Customer",38,"Business travel","Eco",565,1,0,1,3,2,1,2,2,5,4,2,2,2,2,0,0,"neutral"
"8091",84538,"Male","disloyal Customer",8,"Business travel","Eco",1319,2,2,2,4,1,2,1,1,1,3,3,3,3,1,0,0,"neutral"
"16802",110656,"Male","Loyal Customer",36,"Business travel","Business",1005,2,1,1,1,2,3,4,2,2,2,2,4,2,1,27,28,"dissatisfied"
"21660",74479,"Female","Loyal Customer",28,"Business travel","Business",1126,2,2,2,2,5,5,5,5,4,3,4,4,5,5,0,0,"satisfied"
"5039",42666,"Female","Loyal Customer",38,"Business travel","Business",1705,4,4,2,4,1,4,1,5,5,5,5,1,5,4,0,0,"satisfied"
"19126",45395,"Female","Loyal Customer",72,"Business travel","Business",1437,4,5,4,5,2,4,4,4,4,4,4,1,4,2,0,0,"dissatisfied"
"8213",127060,"Female","disloyal Customer",25,"Business travel","Eco",338,3,3,3,4,1,3,1,1,2,2,3,1,3,1,73,55,"neutral"
"25300",61434,"Female","disloyal Customer",34,"Business travel","Business",2288,1,1,1,1,4,1,4,4,4,5,3,4,5,4,84,64,"dissatisfied"
"9740",9912,"Female","Loyal Customer",55,"Business travel","Business",3921,4,4,2,4,5,4,4,3,3,4,3,5,3,5,60,53,"satisfied"
"15396",4337,"Female","Loyal Customer",53,"Business travel","Business",1814,1,1,1,1,4,4,5,5,5,5,5,4,5,5,19,31,"satisfied"
"23615",1566,"Female","Loyal Customer",56,"Business travel","Business",2038,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
"1256",107259,"Male","Loyal Customer",40,"Business travel","Business",1655,5,4,5,5,3,5,4,3,3,4,3,3,3,5,8,1,"satisfied"
"5529",116344,"Male","Loyal Customer",64,"Personal Travel","Eco",358,3,4,3,5,5,3,5,5,5,4,4,4,5,5,1,0,"neutral"
"5249",97848,"Male","Loyal Customer",34,"Personal Travel","Eco",395,2,5,2,3,3,2,3,3,3,5,2,5,2,3,0,0,"neutral"
"15002",93751,"Male","Loyal Customer",42,"Business travel","Business",368,1,1,1,1,4,4,3,1,1,1,1,3,1,3,15,12,"neutral"
"7476",27986,"Female","Loyal Customer",66,"Personal Travel","Eco",2350,2,4,2,4,3,1,3,2,2,2,2,1,2,5,0,0,"dissatisfied"
"11200",45493,"Female","Loyal Customer",63,"Personal Travel","Eco",522,4,4,2,2,1,1,5,5,5,2,5,1,5,1,0,0,"neutral"
"19408",24636,"Male","Loyal Customer",52,"Personal Travel","Eco",666,2,1,2,3,5,2,5,5,1,2,4,2,3,5,2,0,"dissatisfied"
"8590",69637,"Female","Loyal Customer",36,"Business travel","Business",2120,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
"12976",88150,"Male","Loyal Customer",44,"Business travel","Business",3222,4,4,4,4,3,4,5,5,5,4,5,3,5,5,47,49,"satisfied"
"16654",48806,"Male","Loyal Customer",30,"Personal Travel","Business",262,1,2,1,3,2,1,2,2,3,5,4,3,3,2,23,37,"dissatisfied"
"25072",18451,"Male","Loyal Customer",36,"Business travel","Business",2313,1,1,2,1,2,1,5,5,5,5,5,5,5,2,0,8,"satisfied"
"12050",119389,"Female","Loyal Customer",50,"Business travel","Business",2994,2,5,2,2,5,5,5,4,4,4,4,3,4,5,8,15,"satisfied"
"5431",126615,"Female","Loyal Customer",51,"Personal Travel","Eco",1337,2,5,2,1,5,4,5,2,2,2,2,4,2,3,10,0,"neutral"
"10965",83496,"Male","Loyal Customer",57,"Business travel","Business",3191,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0,0,"neutral"
"12313",12202,"Male","disloyal Customer",27,"Business travel","Business",201,0,0,0,3,2,0,2,2,5,4,4,3,4,2,0,7,"satisfied"
"7034",52850,"Female","Loyal Customer",24,"Personal Travel","Eco",1721,3,4,3,2,4,3,4,4,4,3,4,3,5,4,0,0,"neutral"
